temp_avg,humidity_avg,leaf_wetness_hours,soil_moisture,ph_water,ec_water,irrigation_l_day,plant_age_days,light_hours,disease_future
27.0,89.8,5,41.6,6.22,1.33,2.9,83,11.9,8
28.7,88.2,4,60.4,6.72,1.25,1.8,83,8.3,8
29.1,75.7,4,63.9,6.46,2.42,1.6,48,10.4,8
22.1,89.2,3,69.1,6.38,1.41,3.1,37,12.3,8
27.2,76.5,3,65.1,6.11,1.22,3.4,49,9.9,8
26.5,81.7,3,49.4,6.77,1.9,2.1,93,11.0,8
27.1,79.5,3,56.7,5.97,1.72,1.1,38,12.3,8
22.5,77.3,5,57.8,6.07,1.31,1.4,67,13.8,8
22.6,77.6,6,41.7,6.25,1.28,3.1,28,10.0,8
26.0,80.2,3,42.2,5.93,2.66,1.3,20,12.5,8
22.5,75.4,4,49.8,6.22,2.7,2.9,97,12.5,8
28.2,76.0,3,62.3,5.84,1.97,2.6,58,11.3,8
28.2,85.7,4,48.6,6.72,2.56,2.8,74,12.9,8
22.9,84.4,6,66.2,6.12,2.48,1.6,71,11.2,8
25.6,76.5,5,59.3,6.43,2.13,1.0,90,11.7,8
26.8,81.5,6,54.0,6.67,2.4,1.1,83,13.0,8
28.9,84.1,6,56.2,6.62,2.69,2.8,43,10.9,8
29.9,76.5,5,49.9,6.67,2.11,2.5,46,10.9,8
22.1,89.6,4,69.2,6.52,2.02,3.1,85,11.5,8
25.8,87.7,6,45.3,5.99,1.21,2.0,85,12.8,8
28.4,78.4,5,65.8,6.17,2.07,2.4,81,8.8,8
28.4,82.8,4,60.3,6.31,2.51,3.0,35,12.6,8
26.3,82.6,4,61.3,6.14,2.42,2.2,31,9.8,8
23.5,80.0,4,65.1,6.76,2.23,3.5,59,8.4,8
26.5,86.4,5,44.1,6.61,1.24,2.9,29,12.8,8
25.1,84.9,3,60.9,6.6,2.68,2.7,83,8.9,8
25.3,88.0,5,63.3,6.16,1.89,3.0,74,9.3,8
24.6,75.1,6,69.5,6.55,2.11,2.9,98,12.2,8
23.2,84.1,5,62.4,6.41,1.84,1.5,23,11.4,8
27.9,89.9,5,68.6,6.18,1.76,1.5,42,13.5,8
27.7,86.8,6,65.5,6.11,2.02,2.5,68,13.7,8
26.3,80.2,5,66.3,6.59,1.99,2.1,23,9.9,8
24.8,77.3,5,67.5,6.4,1.77,3.2,20,9.9,8
28.6,81.4,6,55.9,5.84,2.49,1.7,84,9.3,8
23.3,81.4,3,61.3,5.82,1.28,1.8,58,11.1,8
25.5,83.8,3,43.7,6.64,1.39,1.4,22,10.3,8
27.2,76.0,4,50.7,5.89,1.33,3.5,76,8.1,8
28.6,80.8,3,66.4,6.32,2.1,1.3,78,10.4,8
27.2,87.8,5,69.3,6.41,1.86,3.5,98,8.4,8
22.9,84.7,6,43.4,6.72,1.92,2.8,37,12.8,8
22.8,81.5,4,57.6,6.31,2.12,1.2,40,13.6,8
22.4,79.7,5,62.0,5.99,1.72,1.4,75,9.8,8
26.5,79.2,4,55.5,6.06,1.49,1.8,71,11.9,8
23.9,86.2,6,47.0,5.85,1.69,1.7,27,8.5,8
23.3,81.4,5,41.3,6.02,2.79,3.4,44,10.2,8
22.7,78.7,4,68.5,6.62,2.72,2.5,51,11.5,8
27.1,87.2,4,47.1,6.56,2.73,1.2,89,8.6,8
28.0,79.0,3,49.0,5.88,1.24,2.3,59,10.3,8
28.9,76.0,4,59.3,6.28,1.34,3.2,48,13.7,8
26.8,83.2,3,52.9,6.1,1.27,2.0,88,9.0,8
24.8,79.2,3,52.7,6.45,2.5,2.7,54,11.7,8
25.8,75.1,6,42.5,6.76,2.79,2.9,95,13.0,8
27.1,82.5,3,69.8,6.43,2.07,1.5,52,12.6,8
27.7,88.4,4,48.5,6.55,2.32,3.1,65,12.6,8
27.2,84.7,3,43.3,6.2,1.76,2.1,91,8.4,8
29.7,75.3,3,60.4,5.83,2.42,1.1,50,13.8,8
28.0,80.7,4,62.6,6.22,2.25,3.2,94,12.4,8
28.0,78.7,6,40.8,6.31,2.48,2.4,87,13.7,8
28.6,85.1,6,48.1,6.29,2.0,1.5,59,13.9,8
25.7,81.9,4,45.8,6.03,1.51,1.8,88,10.1,8
24.1,77.6,5,63.7,6.27,1.96,2.4,61,11.3,8
28.5,81.8,5,45.5,6.52,1.7,1.9,63,12.4,8
25.7,89.0,4,47.1,6.11,2.31,1.6,36,13.1,8
26.9,81.2,3,69.6,6.43,1.42,2.2,39,13.8,8
25.4,88.1,4,61.1,5.95,1.73,1.5,95,13.8,8
25.2,82.1,4,51.6,6.08,1.21,1.6,72,10.0,8
27.4,86.4,5,62.6,6.68,2.5,3.1,63,12.1,8
27.3,86.8,5,54.0,6.43,1.85,1.6,36,8.9,8
24.5,86.4,4,46.4,5.89,2.44,2.7,46,12.9,8
23.5,84.6,3,54.6,6.06,1.36,1.6,42,9.0,8
23.1,89.3,6,63.2,6.79,1.51,1.5,77,13.3,8
22.9,88.9,4,45.4,6.07,2.56,1.6,88,13.9,8
28.5,79.5,4,54.6,6.38,2.15,2.2,75,8.5,8
24.3,85.4,6,43.6,6.35,1.21,1.4,64,11.1,8
27.4,85.0,5,65.3,6.2,2.65,1.3,48,9.6,8
24.3,78.0,3,64.6,5.83,2.77,2.9,33,10.8,8
27.3,79.0,5,60.2,6.08,2.26,1.1,27,9.8,8
29.9,79.7,6,67.6,6.75,2.36,2.0,65,8.4,8
22.5,80.0,6,52.0,5.82,1.41,2.0,46,10.4,8
27.2,87.8,6,44.0,6.52,2.43,3.2,89,9.2,8
24.3,86.4,6,69.3,6.69,1.36,2.9,26,11.3,8
22.7,87.1,3,55.4,6.56,2.62,2.3,45,12.1,8
22.6,88.7,4,54.3,6.12,2.01,2.2,61,10.4,8
25.0,82.7,4,41.9,6.32,1.43,2.4,49,9.2,8
26.3,87.5,6,57.1,6.67,1.34,1.9,25,9.2,8
27.2,85.4,3,59.3,6.78,1.9,2.8,86,8.0,8
26.5,82.0,6,54.2,5.9,1.21,2.7,73,12.2,8
29.2,77.9,3,67.3,5.92,2.74,2.4,54,9.5,8
23.2,81.5,4,62.3,6.76,1.47,1.1,54,13.8,8
28.6,78.1,3,41.2,6.67,1.87,1.3,24,12.5,8
26.2,79.3,4,56.3,6.01,2.17,1.1,25,9.8,8
28.9,79.3,3,69.8,6.77,2.28,2.8,42,9.0,8
25.4,86.4,5,46.0,6.01,2.1,2.2,78,11.7,8
25.9,82.6,3,58.5,5.89,1.49,3.4,70,13.2,8
25.4,86.9,6,48.2,6.48,1.95,3.4,81,11.5,8
22.8,88.2,5,51.1,6.34,1.72,3.0,51,8.1,8
23.2,84.2,5,41.0,6.04,1.34,2.1,20,12.7,8
26.1,81.1,5,60.6,6.73,1.82,1.8,68,13.8,8
26.3,87.9,5,63.0,6.2,2.17,1.5,47,8.3,8
25.7,83.5,5,63.2,6.2,1.36,1.6,90,12.9,8
22.1,87.9,5,69.1,6.43,1.46,3.5,56,12.3,8
26.0,79.0,5,65.1,6.03,1.34,2.3,48,10.4,8
23.1,83.5,3,46.2,6.39,1.2,1.0,38,11.8,8
26.5,78.2,6,46.9,6.16,2.7,1.1,38,9.0,8
24.3,85.5,3,63.0,6.5,2.54,2.1,70,12.3,8
29.9,83.8,5,63.3,6.05,1.57,2.1,34,11.5,8
24.9,83.3,5,43.7,5.99,2.12,2.0,43,8.5,8
28.6,84.6,5,40.2,6.05,2.48,3.1,80,13.2,8
24.0,80.6,3,52.0,6.74,1.79,2.8,72,8.8,8
23.5,77.9,6,60.8,6.65,2.38,1.3,91,10.6,8
23.8,87.1,6,66.0,6.63,2.59,1.9,78,8.8,8
24.7,80.8,3,45.0,6.58,2.0,2.5,26,11.9,8
28.8,89.8,4,64.5,6.44,2.62,2.0,95,12.4,8
28.1,82.2,4,60.5,5.9,1.54,1.5,87,13.7,8
25.5,82.4,6,45.0,6.12,2.64,2.6,53,9.5,8
23.5,85.2,4,66.2,6.36,2.49,2.5,26,10.2,8
22.4,85.0,3,68.0,5.91,2.54,3.4,73,10.3,8
26.9,77.7,6,48.0,5.83,1.21,2.4,86,8.6,8
27.7,79.1,6,44.5,5.89,2.26,3.2,31,12.8,8
26.8,78.5,3,69.0,5.91,1.84,3.4,77,8.5,8
26.0,75.8,3,40.7,5.91,2.17,2.1,71,10.0,8
29.8,75.3,3,68.5,5.99,1.33,1.1,75,9.1,8
22.2,84.7,5,46.5,6.3,1.58,1.4,22,12.0,8
29.9,82.5,4,53.1,6.09,1.76,2.3,32,13.4,8
24.2,88.4,4,49.3,6.66,2.35,3.2,82,12.5,8
25.1,79.5,6,44.6,6.68,2.08,2.6,24,12.6,8
28.0,86.8,4,50.6,6.72,1.22,1.5,44,8.5,8
23.8,76.5,6,56.2,6.27,1.74,2.8,91,12.4,8
27.7,87.2,6,42.8,6.57,2.7,3.2,71,8.4,8
24.7,88.8,5,64.3,6.39,1.49,1.1,99,10.9,8
29.5,84.4,6,64.0,5.94,1.58,1.6,24,12.2,8
23.4,86.0,5,63.9,6.44,1.69,1.4,78,9.5,8
29.5,89.8,4,60.6,6.64,1.63,3.0,44,12.1,8
28.3,80.7,5,53.7,6.15,1.39,3.2,99,13.3,8
23.4,75.4,3,65.0,6.55,1.7,2.4,33,13.3,8
25.1,85.2,5,65.6,6.57,2.06,3.1,96,9.2,8
22.8,75.2,6,48.6,6.44,2.28,2.6,71,9.6,8
26.8,83.5,4,54.4,6.68,2.23,2.6,44,12.0,8
29.7,84.0,6,46.1,5.94,1.46,2.4,91,13.0,8
22.6,83.8,4,47.7,6.64,2.18,1.1,75,10.7,8
24.1,77.5,6,47.2,6.41,1.77,3.3,56,13.5,8
28.0,76.2,5,64.8,6.66,2.51,1.9,89,11.4,8
25.7,88.6,6,47.5,6.33,1.78,3.0,25,9.6,8
24.7,83.1,3,56.4,6.13,2.76,3.0,44,8.1,8
26.8,79.8,3,58.8,6.7,2.18,3.4,39,12.8,8
24.4,86.6,4,62.3,6.68,1.89,1.8,42,8.6,8
24.6,88.8,4,40.9,6.07,2.0,3.5,76,8.5,8
28.4,81.1,5,54.3,6.54,1.48,1.8,72,12.7,8
25.1,76.5,6,48.8,5.89,2.29,2.1,78,8.2,8
27.6,85.4,3,65.0,5.89,2.74,2.8,80,13.1,8
23.2,88.6,5,41.1,6.31,2.02,1.4,74,11.6,8
25.2,89.7,4,46.2,5.84,2.79,1.7,99,11.8,8
26.4,87.2,5,49.5,6.23,1.44,2.8,39,13.6,8
24.1,79.0,4,42.3,6.59,2.22,3.4,22,13.2,8
25.4,80.4,4,51.9,6.69,2.28,2.8,84,8.5,8
28.1,77.1,5,62.3,6.05,1.7,3.2,56,13.1,8
23.3,85.7,6,46.4,5.88,1.76,1.1,54,12.0,8
26.0,77.5,5,62.6,6.43,2.71,2.4,35,9.9,8
24.1,81.5,4,55.9,6.06,2.18,3.3,23,13.1,8
25.3,83.0,3,50.3,5.82,2.45,2.7,22,8.1,8
25.0,80.7,6,51.1,5.93,2.36,2.7,36,13.0,8
27.2,77.2,6,43.5,6.74,2.18,1.5,63,11.7,8
28.1,79.3,3,47.5,6.68,1.28,3.2,82,9.6,8
26.0,84.5,6,61.9,6.63,2.26,3.2,61,8.0,8
23.3,85.9,4,65.9,6.14,1.75,2.5,36,11.1,8
28.9,84.2,5,48.0,6.51,1.95,2.1,43,10.5,8
23.5,89.5,4,57.7,6.76,2.56,3.1,56,13.2,8
26.6,84.2,6,41.0,6.37,2.75,2.2,21,12.7,8
26.2,78.4,3,42.3,6.13,2.31,3.1,33,11.5,8
24.3,82.4,6,68.9,6.6,1.57,2.2,29,8.9,8
29.6,87.5,4,66.9,6.23,1.71,2.4,34,12.4,8
27.4,79.9,6,42.4,6.38,1.42,2.9,56,11.6,8
25.8,86.1,6,64.7,6.34,2.13,1.7,77,8.1,8
25.5,86.8,4,43.1,6.02,2.69,1.6,65,12.6,8
22.7,89.0,6,64.9,5.8,2.5,2.7,72,13.0,8
28.2,81.0,4,67.4,6.8,2.07,3.4,75,12.6,8
22.7,78.9,3,44.6,6.22,2.71,2.1,32,9.1,8
23.6,82.6,6,44.4,6.08,2.63,3.2,54,11.0,8
23.3,89.9,3,67.8,6.57,1.78,2.3,55,11.2,8
22.5,88.5,5,49.0,6.39,2.08,3.4,93,13.6,8
28.6,79.3,6,54.2,6.68,1.67,3.0,53,13.6,8
29.3,78.0,5,49.1,6.58,1.21,3.1,43,8.4,8
27.0,82.2,3,62.5,6.08,1.92,2.7,72,14.0,8
29.0,77.5,3,46.3,6.39,2.4,3.2,46,12.7,8
27.4,86.4,4,54.8,6.3,2.21,2.5,92,10.3,8
27.5,75.5,5,65.5,6.76,2.68,2.4,92,12.5,8
29.1,78.4,5,68.3,6.04,2.3,3.2,93,10.3,8
22.7,75.3,4,50.6,6.08,1.43,1.0,31,13.6,8
22.4,78.4,5,43.4,6.72,1.63,2.2,34,10.3,8
22.4,75.8,3,64.3,6.26,1.4,3.2,22,12.6,8
25.3,85.1,3,43.3,6.26,2.47,1.5,47,8.9,8
29.6,83.6,3,63.4,6.67,2.72,3.4,28,13.1,8
29.0,78.2,3,60.7,6.1,1.56,2.9,58,11.7,8
28.3,78.1,6,57.3,6.5,2.42,2.9,49,12.8,8
25.2,79.4,4,68.2,6.52,1.9,2.7,76,10.5,8
28.6,87.0,6,49.7,6.24,1.77,2.1,42,10.1,8
23.7,77.3,6,42.8,6.13,2.78,2.2,49,11.2,8
26.7,76.8,5,69.4,6.55,1.75,3.1,83,10.3,8
28.0,82.6,4,53.2,6.06,2.26,1.3,35,11.1,8
22.7,88.0,6,53.0,6.62,2.34,2.3,55,10.6,8
29.0,78.4,6,42.7,6.22,2.44,1.8,49,9.2,8
27.8,76.6,4,62.3,5.82,2.58,3.5,65,13.9,8
26.3,82.4,3,61.6,6.37,2.11,1.0,99,8.1,8
22.5,86.0,4,44.4,5.99,2.17,1.2,39,13.6,8
27.6,84.3,4,47.0,6.27,2.34,3.4,97,13.0,8
25.6,81.3,4,40.5,6.61,1.44,2.4,75,10.5,8
27.9,75.6,3,66.7,5.99,1.52,1.3,56,9.9,8
22.3,79.5,4,47.3,6.01,2.42,2.1,81,9.0,8
26.6,88.8,3,67.8,6.27,1.42,1.8,84,8.8,8
25.6,78.3,6,57.1,6.28,2.3,3.3,48,11.3,8
25.4,84.2,6,52.8,6.25,1.25,2.7,62,8.6,8
26.1,88.6,3,40.2,6.49,1.74,1.3,93,10.9,8
23.0,82.3,5,42.8,6.07,2.26,2.3,55,12.9,8
29.5,81.7,4,44.8,6.06,2.33,1.3,36,12.5,8
27.6,77.1,6,43.2,5.82,2.21,2.7,73,8.8,8
22.7,89.7,6,47.7,6.18,1.91,2.8,36,13.8,8
22.6,77.7,3,44.6,6.0,1.61,2.4,51,9.7,8
23.7,82.2,5,59.9,6.39,2.18,3.4,35,12.2,8
23.9,77.6,5,48.9,5.98,1.5,3.4,70,9.8,8
25.9,80.2,5,61.5,6.69,1.3,1.5,78,11.7,8
26.3,88.3,3,44.1,6.65,1.23,1.0,42,11.4,8
23.2,84.6,3,46.3,6.57,1.63,2.7,35,9.1,8
29.8,75.1,4,63.6,6.61,1.25,2.2,51,11.9,8
28.6,89.5,6,59.0,6.76,1.6,1.8,85,10.0,8
27.1,86.8,6,42.9,6.12,1.66,3.3,89,11.7,8
24.2,90.0,3,68.8,6.78,1.75,3.4,93,11.2,8
29.3,86.4,6,62.9,6.69,2.34,3.3,81,13.1,8
24.5,86.5,4,56.6,6.16,1.91,2.3,49,9.3,8
24.6,85.5,3,50.3,6.66,2.78,2.8,55,8.9,8
24.8,81.3,6,42.8,6.7,2.72,1.4,25,13.1,8
22.4,79.7,5,50.7,5.84,2.77,3.4,64,10.7,8
22.5,82.9,3,49.7,6.68,1.86,1.7,52,12.7,8
25.8,77.7,6,42.4,6.23,1.27,1.5,24,13.8,8
29.1,85.8,6,63.5,6.61,2.58,1.2,75,11.3,8
29.5,90.0,4,52.5,5.91,1.9,2.4,47,9.8,8
28.2,84.0,4,66.7,5.97,2.23,3.4,26,12.8,8
25.2,87.8,5,44.7,6.78,2.55,1.3,78,13.6,8
24.5,77.6,5,49.5,6.22,2.17,1.3,38,9.5,8
23.7,87.4,5,48.4,6.6,2.38,1.7,81,12.1,8
26.3,88.6,4,66.0,6.55,1.6,2.7,62,12.7,8
25.9,87.6,6,55.2,6.59,1.51,2.4,69,8.2,8
25.7,84.4,3,44.3,6.56,2.09,1.2,72,11.6,8
24.5,88.9,3,50.7,6.71,2.22,2.1,57,11.8,8
26.7,89.4,4,68.3,6.39,2.59,1.2,36,11.8,8
26.9,87.2,4,56.5,6.23,2.51,3.1,46,8.5,8
29.0,83.2,4,41.1,6.73,2.78,1.3,56,8.1,8
28.1,87.5,4,41.7,6.16,2.75,2.2,26,9.8,8
24.6,80.6,3,47.1,6.43,2.2,2.3,57,10.1,8
25.0,80.2,5,58.6,6.66,2.01,2.3,48,8.9,8
23.9,80.2,3,47.4,6.72,2.42,2.5,70,11.1,8
23.4,78.0,4,65.5,6.75,1.62,2.8,34,9.4,8
22.9,84.3,5,58.9,6.46,1.76,1.0,35,10.0,8
22.3,84.9,3,49.0,6.52,2.43,1.1,30,9.8,8
25.3,87.9,4,51.8,6.3,2.72,2.5,52,12.6,8
29.7,85.4,4,51.3,6.08,2.63,1.5,39,13.3,8
26.3,86.7,6,49.4,5.82,1.32,3.1,48,9.8,8
27.9,85.3,6,58.9,6.02,1.57,2.6,35,10.3,8
25.2,85.5,4,46.1,6.78,1.64,3.5,36,12.9,8
25.1,80.1,3,48.8,6.61,1.81,2.8,76,12.6,8
23.0,89.5,6,42.6,6.28,1.31,1.2,97,12.3,8
24.4,84.6,3,51.3,6.14,1.57,1.4,56,12.2,8
29.4,83.8,3,41.9,5.86,2.35,1.1,96,9.8,8
25.9,87.7,6,40.5,5.81,1.59,2.9,37,13.6,8
23.6,81.3,4,59.4,6.56,2.71,1.3,90,12.9,8
27.3,76.4,6,44.9,6.79,1.88,2.7,68,9.3,8
25.2,78.6,3,41.1,6.05,1.36,2.4,30,12.0,8
28.6,87.1,5,42.0,6.07,2.55,2.6,76,8.9,8
22.7,86.0,6,46.0,6.73,2.66,2.3,38,11.5,8
26.2,76.8,5,61.6,6.4,2.68,1.0,89,9.7,8
28.4,76.0,4,40.4,5.97,1.99,1.6,72,8.6,8
28.8,84.3,6,61.8,5.85,2.67,3.2,29,11.6,8
25.2,89.1,5,57.9,6.36,2.33,3.3,20,13.3,8
27.9,77.6,4,55.4,6.25,1.51,1.2,20,8.8,8
29.7,83.2,3,67.3,6.23,2.05,3.4,66,13.4,8
27.0,87.2,4,64.9,6.77,1.89,2.7,46,8.8,8
28.5,82.9,4,52.6,6.06,1.92,3.3,44,12.5,8
26.6,80.3,3,40.2,6.29,1.86,2.0,29,13.9,8
28.3,86.9,4,61.3,6.01,1.48,1.3,55,8.6,8
29.5,86.6,6,41.4,6.12,1.82,1.8,65,9.3,8
27.7,87.5,4,48.3,6.57,2.02,2.7,27,10.8,8
23.2,89.2,5,54.8,6.0,1.66,3.0,81,12.4,8
22.7,77.3,4,43.0,6.48,1.48,1.1,48,13.4,8
28.5,80.1,5,60.4,5.93,1.52,2.2,72,12.4,8
24.1,89.8,4,49.6,5.99,1.51,1.2,23,12.6,8
29.0,83.9,6,50.8,5.82,1.91,3.2,68,10.7,8
23.6,85.1,3,59.4,6.43,1.53,2.2,88,10.1,8
29.3,88.3,3,51.9,6.79,2.35,3.3,61,11.0,8
28.4,85.4,5,46.7,6.46,1.74,1.2,94,11.9,8
29.1,85.2,4,45.3,6.72,2.7,1.8,84,11.0,8
23.9,76.6,4,61.7,6.33,1.3,2.7,96,12.7,8
29.0,82.6,6,62.5,6.48,1.7,1.7,53,8.9,8
26.7,85.1,4,45.9,6.73,2.38,3.1,33,10.4,8
22.7,87.1,5,49.6,5.89,2.3,3.5,72,8.4,8
29.4,81.2,5,68.7,6.4,1.87,1.7,95,12.0,8
23.6,76.9,6,69.5,6.38,2.59,1.9,94,12.5,8
23.7,80.5,5,57.6,5.83,1.31,3.4,20,12.0,8
27.6,81.4,5,62.7,5.96,2.01,1.9,27,13.7,8
26.7,86.3,6,62.4,6.35,1.52,2.4,37,13.6,8
29.2,75.3,5,51.9,6.3,1.8,2.9,24,9.6,8
24.5,80.8,5,41.5,6.14,2.32,2.1,86,9.5,8
22.3,81.7,3,62.2,6.5,1.36,1.9,41,8.2,8
30.0,83.3,6,44.1,6.16,1.27,2.2,25,11.0,8
24.5,89.5,3,48.7,6.57,1.87,2.9,46,13.2,8
23.3,86.1,4,49.5,6.61,1.63,1.8,56,8.9,8
29.9,78.3,6,50.5,6.44,2.35,1.9,54,11.6,8
26.5,84.5,4,54.0,6.08,1.3,1.5,55,12.3,8
23.2,80.2,5,55.0,6.6,2.75,2.8,80,10.2,8
28.7,87.2,3,54.5,6.05,2.19,3.2,20,12.2,8
29.6,77.6,5,44.9,6.1,2.0,1.5,67,13.0,8
29.1,77.2,3,59.5,6.41,1.86,1.1,86,8.1,8
23.6,76.5,3,63.7,6.49,2.4,2.0,96,12.4,8
22.4,83.2,3,53.9,6.17,1.77,2.0,58,11.6,8
25.0,76.8,3,65.1,6.39,2.44,2.6,99,13.1,8
24.8,75.6,5,53.3,6.05,2.34,1.2,22,8.8,8
25.2,80.0,5,57.0,6.59,2.08,3.1,45,12.8,8
28.4,87.0,5,42.1,6.79,2.62,2.4,88,8.8,8
22.1,77.3,3,44.4,6.5,1.75,2.4,74,11.5,8
27.4,80.4,4,63.0,6.12,1.29,1.8,22,9.6,8
29.9,81.5,5,47.5,6.15,1.8,1.9,75,9.4,8
25.2,88.1,5,42.8,5.83,2.6,1.1,47,11.0,8
25.9,82.1,6,57.0,6.45,1.32,2.9,62,12.5,8
27.0,82.7,4,42.8,6.4,2.42,2.5,49,11.9,8
24.3,78.8,5,60.5,6.75,2.52,3.4,37,13.9,8
27.7,85.0,5,60.7,6.2,1.88,1.9,24,8.7,8
23.6,75.4,6,53.6,6.73,1.51,2.7,80,12.3,8
22.5,89.5,3,60.6,6.56,1.77,3.3,20,8.3,8
28.4,82.5,4,64.0,6.09,1.84,2.8,83,10.1,8
23.4,75.9,4,45.9,5.82,2.69,1.1,33,10.1,8
27.9,83.4,6,59.5,6.53,1.66,2.6,60,9.5,8
29.0,82.7,4,60.8,6.3,2.76,2.4,92,11.2,8
22.4,78.6,5,45.8,6.76,1.37,2.2,87,9.5,8
27.7,78.1,4,61.8,5.82,2.76,2.4,72,10.2,8
27.2,79.1,6,61.6,6.32,1.56,2.2,50,13.2,8
27.0,76.9,3,44.7,6.59,1.47,2.7,78,9.9,8
24.4,83.0,6,49.5,6.59,1.39,1.0,85,13.9,8
22.4,88.2,4,68.2,6.47,1.71,1.5,56,9.7,8
22.8,88.8,6,42.1,6.19,2.19,1.9,69,13.4,8
24.2,89.3,6,46.9,5.87,2.27,2.1,85,10.6,8
25.2,84.0,4,57.4,6.1,1.79,1.3,33,13.4,8
29.3,84.3,3,69.1,6.45,1.57,3.1,34,10.6,8
27.5,79.7,5,47.7,6.57,2.79,3.3,44,12.6,8
22.2,88.3,6,64.5,6.62,1.63,2.9,93,10.4,8
29.4,82.3,3,51.0,6.57,1.81,3.3,27,11.7,8
27.8,79.2,3,50.6,6.12,1.97,2.9,77,8.3,8
25.9,89.5,6,69.9,6.49,2.38,2.1,75,11.6,8
25.7,85.6,4,64.5,6.77,1.44,2.0,33,9.9,8
29.5,82.0,4,47.5,5.94,1.63,1.4,61,14.0,8
26.4,76.0,6,45.6,6.53,2.8,1.2,32,12.9,8
26.0,77.1,4,42.5,6.21,2.52,1.5,38,8.5,8
28.2,77.9,4,54.5,6.02,1.91,2.3,53,9.2,8
26.7,88.5,3,50.0,6.12,1.37,1.3,65,11.7,8
24.0,89.6,5,51.4,5.97,2.59,3.4,74,9.8,8
30.0,79.0,5,52.9,6.62,2.45,1.5,83,9.3,8
24.2,82.5,4,69.7,6.19,2.13,3.1,76,10.1,8
27.5,86.9,4,40.1,6.74,1.85,3.0,91,8.6,8
25.9,80.8,6,52.8,6.77,2.7,1.4,83,11.3,8
23.0,82.4,4,41.9,6.77,1.67,2.8,24,9.7,8
29.7,88.3,6,60.2,5.96,1.71,3.1,62,13.2,8
24.7,78.1,5,41.5,6.15,2.6,3.2,36,8.2,8
27.3,89.9,3,63.0,6.11,2.2,3.4,65,10.1,8
27.9,81.8,6,66.0,6.72,2.72,3.3,52,11.3,8
25.2,78.9,3,69.1,5.89,2.23,1.8,88,9.4,8
24.1,88.4,5,43.6,6.39,1.25,1.7,34,8.3,8
22.5,76.1,3,69.4,6.29,1.48,2.0,61,8.4,8
29.6,84.6,5,52.4,6.78,1.65,2.2,34,9.0,8
26.7,75.9,3,59.0,6.76,2.59,1.6,84,9.6,8
27.7,89.2,3,40.0,6.22,2.53,1.2,82,12.2,8
25.8,84.6,4,51.1,6.24,2.46,2.6,75,10.8,8
23.9,81.0,5,50.6,6.18,2.09,1.4,62,8.2,8
30.0,81.4,6,55.1,6.59,1.42,3.3,89,8.9,8
29.7,77.5,5,44.0,5.9,1.41,1.7,53,10.2,8
28.9,80.4,4,60.7,5.92,1.4,1.5,85,10.5,8
29.3,88.6,6,57.9,6.5,2.57,1.5,88,8.4,8
26.6,87.1,4,46.4,5.82,1.43,1.7,39,8.7,8
24.9,84.9,5,69.5,6.47,2.49,2.5,33,9.6,8
24.7,89.5,5,40.2,5.93,2.55,3.4,95,13.0,8
29.5,83.6,4,50.1,6.59,1.37,2.2,87,9.3,8
29.7,77.6,6,47.9,6.54,2.64,2.5,60,9.4,8
25.5,85.7,5,56.8,5.98,2.64,3.1,78,11.0,8
26.9,83.9,4,66.7,6.56,2.22,1.8,69,13.3,8
28.4,81.5,5,59.7,6.59,2.02,1.4,93,11.2,8
27.6,77.2,4,41.4,6.73,2.24,2.1,58,8.5,8
29.0,85.2,5,65.9,6.52,1.85,1.8,49,9.1,8
26.9,81.7,5,48.0,6.67,2.14,3.2,56,13.1,8
26.7,83.7,3,43.3,6.44,2.75,3.4,66,13.3,8
25.0,79.7,6,53.0,6.43,1.38,2.7,64,12.8,8
22.6,77.3,5,67.0,6.48,1.57,2.6,76,11.3,8
22.4,80.4,6,41.0,6.21,2.04,2.8,23,10.6,8
23.2,87.8,4,58.8,6.03,1.61,2.2,25,9.6,8
22.5,77.4,3,50.0,6.21,2.79,2.6,34,11.3,8
26.3,82.1,4,58.7,6.39,2.35,1.2,64,12.1,8
25.2,79.5,6,48.0,6.49,1.89,2.2,79,11.6,8
22.2,89.4,4,69.0,6.26,2.64,1.8,47,9.4,8
22.2,76.3,4,43.4,6.13,1.43,1.1,96,13.4,8
26.2,78.7,4,44.7,6.05,1.66,2.4,51,10.3,8
26.4,81.7,6,41.4,5.98,2.73,1.9,67,13.3,8
22.3,78.7,5,63.8,6.28,2.09,2.5,38,10.4,8
27.4,85.6,4,42.8,6.51,2.67,2.3,50,8.2,8
23.0,80.6,6,48.3,6.63,2.77,1.7,98,12.4,8
26.0,86.7,3,46.2,6.15,1.78,2.3,79,13.5,8
23.3,83.3,3,50.6,6.41,2.12,1.9,63,9.5,8
22.3,81.4,6,63.0,6.28,2.55,3.3,42,11.3,8
23.7,80.5,4,68.5,6.77,1.64,1.9,46,12.8,8
25.7,78.3,5,66.4,6.68,1.91,1.1,20,9.9,8
28.0,78.8,3,65.2,6.68,1.45,2.9,41,9.7,8
24.1,77.6,5,52.5,6.38,2.24,3.4,27,10.5,8
27.5,87.8,6,64.1,6.24,1.21,1.4,88,11.3,8
28.9,83.2,3,63.3,6.45,1.92,3.4,43,11.3,8
24.2,82.2,4,47.4,5.96,2.69,2.5,52,10.9,8
